,tx_date,file_date,last_name,first_name,order_type,ticker,asset_name,tx_amount,option_type,strike_price,expiry
341,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),PAM,Pampa Energia S.A. ADR,"$1,001 - $15,000",,,
342,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),NVO,Novo Nordisk A/S Common Stock,"$15,001 - $50,000",,,
343,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),LRCX,Lam Research Corporation - Common Stock,"$1,001 - $15,000",,,
344,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),IBM,International Business Machines Corporation Common,"$1,001 - $15,000",,,
345,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),GNTX,Gentex Corporation - Common Stock,"$15,001 - $50,000",,,
346,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),RACE,Ferrari N.V. Common Shares,"$1,001 - $15,000",,,
347,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),CFG,"Citizens Financial Group, Inc. Common Stock","$15,001 - $50,000",,,
348,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),ADSK,"Autodesk, Inc. - Common Stock","$1,001 - $15,000",,,
349,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),AMAT,"Applied Materials, Inc. - Common Stock","$1,001 - $15,000",,,
350,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),AAPL,Apple Inc. - Common Stock,"$250,001 - $500,000",,,
351,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),ADI,"Analog Devices, Inc. - Common Stock","$1,001 - $15,000",,,
352,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),APH,Amphenol Corporation Common Stock,"$1,001 - $15,000",,,
353,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),AMGN,Amgen Inc. - Common Stock,"$15,001 - $50,000",,,
354,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),AME,"AMETEK, Inc.","$1,001 - $15,000",,,
355,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),GOOGL,Alphabet Inc. - Class A Common Stock,"$1,001 - $15,000",,,
356,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),GOOG,Alphabet Inc. - Class C Capital Stock,"$1,001 - $15,000",,,
357,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),AMD,"Advanced Micro Devices, Inc. - Common Stock","$15,001 - $50,000",,,
358,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),ADBE,Adobe Inc. - Common Stock,"$1,001 - $15,000",,,
359,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Full),ABBV,AbbVie Inc. Common Stock,"$1,001 - $15,000",,,
360,"
                                        01/19/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Partial),HUMA,"Humacyte, Inc. - Common Stock","$1,001 - $15,000",,,
361,"
                                        01/10/2024
                                    ",02/14/2024,Tuberville,Thomas H,Purchase,AAPL,Apple Inc. - Common Stock,"$1,001 - $15,000",Put,165.00,03/15/2024
362,"
                                        01/03/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Partial),GOOGL,Alphabet Inc. - Class A Common Stock,"$1,001 - $15,000",,,
363,"
                                        01/03/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Partial),AAPL,Apple Inc. - Common Stock,"$15,001 - $50,000",,,
364,"
                                        01/03/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Partial),BMY,Bristol-Myers Squibb Company Common Stock,"$1,001 - $15,000",,,
365,"
                                        01/03/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Partial),LLY,Eli Lilly and Company Common Stock,"$15,001 - $50,000",,,
366,"
                                        01/03/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Partial),MSFT,Microsoft Corporation - Common Stock,"$15,001 - $50,000",,,
367,"
                                        01/03/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Partial),ORCL,Oracle Corporation Common Stock,"$1,001 - $15,000",,,
368,"
                                        01/03/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Partial),SLF,Sun Life Financial Inc. Common Stock,"$15,001 - $50,000",,,
369,"
                                        01/03/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Partial),DGX,Quest Diagnostics Incorporated Common Stock,"$15,001 - $50,000",,,
370,"
                                        01/03/2024
                                    ",02/14/2024,Tuberville,Thomas H,Sale (Partial),UNP,Union Pacific Corporation Common Stock,"$15,001 - $50,000",,,
371,"
                                        01/19/2024
                                    ",02/14/2024,Capito,Shelley M,Sale (Full),ES,Eversource Energy,"$1,001 - $15,000",,,
372,"
                                        01/19/2024
                                    ",02/14/2024,Capito,Shelley M,Sale (Full),ENB,Enbridge Inc,"$1,001 - $15,000",,,
373,"
                                        01/24/2024
                                    ",02/09/2024,Sullivan,Daniel S,Sale (Partial),RPM,RPM International Inc. Common Stock,"$15,001 - $50,000",,,
374,"
                                        01/17/2024
                                    ",02/02/2024,Carper,Thomas R,Purchase,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,"$1,001 - $15,000",,,
375,"
                                        01/17/2024
                                    ",02/02/2024,Carper,Thomas R,Purchase,AES,The Aes Corp,"$1,001 - $15,000",,,
376,"
                                        01/17/2024
                                    ",02/02/2024,Carper,Thomas R,Sale (Partial),TTE,TotalEnergies SE,"$1,001 - $15,000",,,
377,"
                                        01/17/2024
                                    ",02/02/2024,Carper,Thomas R,Purchase,SBUX,Starbucks Corp,"$1,001 - $15,000",,,
378,"
                                        01/17/2024
                                    ",02/02/2024,Carper,Thomas R,Purchase,VLO,Valero Energy Corp,"$1,001 - $15,000",,,
379,"
                                        01/17/2024
                                    ",02/02/2024,Carper,Thomas R,Sale (Partial),MET,Metlife Inc,"$1,001 - $15,000",,,
380,"
                                        01/17/2024
                                    ",02/02/2024,Carper,Thomas R,Purchase,CME,CME Group Inc,"$1,001 - $15,000",,,
381,"
                                        01/17/2024
                                    ",02/02/2024,Carper,Thomas R,Purchase,ETRN,Equitrans Midstream Corp,"$1,001 - $15,000",,,
382,"
                                        01/17/2024
                                    ",02/02/2024,Carper,Thomas R,Purchase,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,"$1,001 - $15,000",,,
383,"
                                        01/17/2024
                                    ",02/02/2024,Carper,Thomas R,Sale (Partial),ABT,Abbott Laboratories,"$1,001 - $15,000",,,
384,"
                                        01/02/2024
                                    ",02/02/2024,Carper,Thomas R,Sale (Full),S,Sentinelone Inc Cl A,"$1,001 - $15,000",,,
385,"
                                        01/02/2024
                                    ",02/02/2024,Carper,Thomas R,Purchase,DELL,Dell Technologies Inc,"$1,001 - $15,000",,,
386,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,ZTS,Zoetis Inc. Class A Common Stock,"$1,001 - $15,000",,,
387,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,SFM,"Sprouts Farmers Market, Inc. - Common Stock","$1,001 - $15,000",,,
388,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,OLLI,"Ollie's Bargain Outlet Holdings, Inc. - Common Sto","$1,001 - $15,000",,,
389,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,GS,"Goldman Sachs Group, Inc. (The) Common Stock","$1,001 - $15,000",,,
390,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,FRPT,"Freshpet, Inc. - Common Stock","$1,001 - $15,000",,,
391,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,ETN,Eaton Corp,"$1,001 - $15,000",,,
392,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,ELF,E.L.F. Beauty Inc,"$1,001 - $15,000",,,
393,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,CYBR,CyberArk Software Ltd. - Ordinary Shares,"$1,001 - $15,000",,,
394,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,BMI,"Badger Meter, Inc. Common Stock","$1,001 - $15,000",,,
395,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,AXON,Axon Enterprise Inc,"$1,001 - $15,000",,,
396,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,ZTS,Zoetis Inc Cl A,"$1,001 - $15,000",,,
397,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,SFM,Sprouts Farmers Market,"$1,001 - $15,000",,,
398,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,OLLI,"Ollie's Bargain Outlet Holdings, Inc. - Common Sto","$1,001 - $15,000",,,
399,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,GS,"Goldman Sachs Group, Inc. (The) Common Stock","$1,001 - $15,000",,,
400,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,FRPT,"Freshpet, Inc. - Common Stock","$1,001 - $15,000",,,
401,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,ETN,Eaton Corp,"$1,001 - $15,000",,,
402,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,ELF,E.L.F. Beauty Inc,"$1,001 - $15,000",,,
403,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,CYBR,CyberArk Software Ltd. - Ordinary Shares,"$1,001 - $15,000",,,
404,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,BMI,"Badger Meter, Inc. Common Stock","$1,001 - $15,000",,,
405,"
                                        01/04/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,AXON,Axon Enterprise Inc,"$1,001 - $15,000",,,
406,"
                                        01/02/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,ADBE,Adobe Systems Inc,"$15,001 - $50,000",,,
407,"
                                        01/02/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,AMD,"Advanced Micro Devices, Inc. - Common Stock","$15,001 - $50,000",,,
408,"
                                        01/02/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,AAPL,Apple Inc. - Common Stock,"$50,001 - $100,000",,,
409,"
                                        01/02/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,AMAT,"Applied Materials, Inc. - Common Stock","$15,001 - $50,000",,,
410,"
                                        01/02/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,META,Meta Platforms Inc,"$15,001 - $50,000",,,
411,"
                                        01/02/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,LRCX,Lam Research Corp,"$15,001 - $50,000",,,
412,"
                                        01/02/2024
                                    ",01/26/2024,Mullin,Markwayne,Purchase,NVDA,NVIDIA Corporation - Common Stock,"$15,001 - $50,000",,,
413,"
                                        12/22/2023
                                    ",01/26/2024,Mullin,Markwayne,Sale (Partial),SHOP,Shopify Inc,"$1,001 - $15,000",,,
414,"
                                        12/22/2023
                                    ",01/26/2024,Mullin,Markwayne,Sale (Partial),PYPL,"PayPal Holdings, Inc. - Common Stock","$1,001 - $15,000",,,
415,"
                                        12/22/2023
                                    ",01/26/2024,Mullin,Markwayne,Sale (Partial),PODD,Insulet Corp,"$1,001 - $15,000",,,
416,"
                                        12/22/2023
                                    ",01/26/2024,Mullin,Markwayne,Sale (Partial),INST,Instructure Holdings Inc,"$1,001 - $15,000",,,
417,"
                                        12/22/2023
                                    ",01/26/2024,Mullin,Markwayne,Sale (Partial),HUBB,Hubbell Inc Common Stock,"$1,001 - $15,000",,,
418,"
                                        12/22/2023
                                    ",01/26/2024,Mullin,Markwayne,Sale (Partial),FN,Fabrinet,"$1,001 - $15,000",,,
419,"
                                        12/22/2023
                                    ",01/26/2024,Mullin,Markwayne,Sale (Partial),FCFS,"FirstCash Holdings, Inc. - Common Stock","$1,001 - $15,000",,,
420,"
                                        12/22/2023
                                    ",01/26/2024,Mullin,Markwayne,Sale (Partial),EXLS,"ExlService Holdings, Inc. - Common Stock","$1,001 - $15,000",,,
421,"
                                        12/22/2023
                                    ",01/26/2024,Mullin,Markwayne,Sale (Partial),CTVA,Corteva Inc,"$1,001 - $15,000",,,
422,"
                                        12/22/2023
                                    ",01/26/2024,Mullin,Markwayne,Sale (Partial),CELH,Celsius Holdings Inc,"$1,001 - $15,000",,,
423,"
                                        01/26/2024
                                    ",01/26/2024,Graham,Lindsey,Sale (Partial),VIG,Vanguard Div Appreciation ETF,"$15,001 - $50,000",,,
424,"
                                        01/26/2024
                                    ",01/26/2024,Graham,Lindsey,Purchase,USFR,Wisdomtree Floating Rate Treasury Fund,"$15,001 - $50,000",,,
425,"
                                        12/28/2023
                                    ",01/25/2024,Peters,Gary C,Sale (Full),D,Dominion Energy Inc,"$1,001 - $15,000",,,
426,"
                                        12/20/2023
                                    ",01/19/2024,Scott,Rick,Sale (Full),VAXX,"Vaxxinity, Inc. - Class A Common Stock","$1,001 - $15,000",,,
427,"
                                        12/20/2023
                                    ",01/19/2024,Scott,Rick,Sale (Full),VAXX,"Vaxxinity, Inc. - Class A Common Stock","$1,001 - $15,000",,,
428,"
                                        12/20/2023
                                    ",01/19/2024,Scott,Rick,Sale (Full),VAXX,"Vaxxinity, Inc. - Class A Common Stock","$1,001 - $15,000",,,
429,"
                                        12/14/2023
                                    ",01/18/2024,Whitehouse,Sheldon,Purchase,SNOW,Snowflake Inc Cl A,"$1,001 - $15,000",,,
430,"
                                        12/14/2023
                                    ",01/18/2024,Whitehouse,Sheldon,Purchase,LLY,Eli Lilly and Company,"$1,001 - $15,000",,,
431,"
                                        12/07/2023
                                    ",01/18/2024,Whitehouse,Sheldon,Sale (Full),TGT,Target Corp,"$15,001 - $50,000",,,
432,"
                                        12/07/2023
                                    ",01/18/2024,Whitehouse,Sheldon,Purchase,KO,Coca-Cola Company,"$1,001 - $15,000",,,
433,"
                                        12/11/2023
                                    ",01/18/2024,Whitehouse,Sheldon,Sale (Full),PFE,Pfizer Inc,"$1,001 - $15,000",,,
434,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),VZ,Verizon Communications Inc. Common Stock,"$1,001 - $15,000",,,
435,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),USB,U.S. Bancorp Common Stock,"$1,001 - $15,000",,,
436,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),CI,The Cigna Group Common Stock,"$1,001 - $15,000",,,
437,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),PII,Polaris Inc. Common Stock,"$1,001 - $15,000",,,
438,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),MSFT,Microsoft Corporation - Common Stock,"$1,001 - $15,000",,,
439,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),META,"Meta Platforms, Inc. - Class A Common Stock","$1,001 - $15,000",,,
440,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),KR,Kroger Company,"$1,001 - $15,000",,,
441,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),KMB,Kimberly-Clark Corporation Common Stock,"$1,001 - $15,000",,,
442,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),JNJ,Johnson & Johnson Common Stock,"$1,001 - $15,000",,,
443,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),INTC,Intel Corporation - Common Stock,"$1,001 - $15,000",,,
444,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),XOM,Exxon Mobil Corporation Common Stock,"$1,001 - $15,000",,,
445,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),DVA,DaVita Inc. Common Stock,"$1,001 - $15,000",,,
446,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),CVS,CVS Health Corporation Common Stock,"$1,001 - $15,000",,,
447,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),CMCSA,Comcast Corporation - Class A Common Stock,"$1,001 - $15,000",,,
448,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),CSCO,"Cisco Systems, Inc. - Common Stock","$1,001 - $15,000",,,
449,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),CVX,Chevron Corporation Common Stock,"$1,001 - $15,000",,,
450,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Purchase,BRK.B,Berkshire Hathaway Cl B,"$1,001 - $15,000",,,
451,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),BK,Bank of New York Mellon Corp,"$1,001 - $15,000",,,
452,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),BAC,Bank of America Corp,"$1,001 - $15,000",,,
453,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),AAPL,Apple Inc. - Common Stock,"$1,001 - $15,000",,,
454,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),GOOG,Alphabet Cl C,"$1,001 - $15,000",,,
455,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),VZ,Verizon Communications Inc. Common Stock,"$1,001 - $15,000",,,
456,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),USB,U.S. Bancorp Common Stock,"$1,001 - $15,000",,,
457,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),CI,The Cigna Group Common Stock,"$1,001 - $15,000",,,
458,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),PII,Polaris Inc. Common Stock,"$1,001 - $15,000",,,
459,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),PFE,"Pfizer, Inc. Common Stock","$1,001 - $15,000",,,
460,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),MSFT,Microsoft Corporation - Common Stock,"$1,001 - $15,000",,,
461,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),META,"Meta Platforms, Inc. - Class A Common Stock","$1,001 - $15,000",,,
462,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),KR,Kroger Company (The) Common Stock,"$1,001 - $15,000",,,
463,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),KMB,Kimberly-Clark Corporation Common Stock,"$1,001 - $15,000",,,
464,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),JNJ,Johnson & Johnson Common Stock,"$1,001 - $15,000",,,
465,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),INTC,Intel Corporation - Common Stock,"$1,001 - $15,000",,,
466,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),HAL,Halliburton Company,"$15,001 - $50,000",,,
467,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),XOM,Exxon Mobil Corporation Common Stock,"$1,001 - $15,000",,,
468,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),DVA,DaVita Inc. Common Stock,"$1,001 - $15,000",,,
469,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),CVS,CVS Health Corporation Common Stock,"$1,001 - $15,000",,,
470,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),CMCSA,Comcast Corporation - Class A Common Stock,"$1,001 - $15,000",,,
471,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),CSCO,"Cisco Systems, Inc. - Common Stock","$1,001 - $15,000",,,
472,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),CVX,Chevron Corporation Common Stock,"$1,001 - $15,000",,,
473,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Purchase,BRK.B,Berkshire Hathaway Cl B,"$1,001 - $15,000",,,
474,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),BK,Bank of New York Mellon Corp,"$1,001 - $15,000",,,
475,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),BAC,Bank of America Corp,"$1,001 - $15,000",,,
476,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),AAPL,Apple Inc. - Common Stock,"$1,001 - $15,000",,,
477,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),AMZN,"Amazon.com, Inc. - Common Stock","$1,001 - $15,000",,,
478,"
                                        12/14/2023
                                    ",01/17/2024,"Moran,  ",Jerry,Sale (Full),GOOG,Alphabet Cl C,"$1,001 - $15,000",,,
479,"
                                        12/27/2023
                                    ",01/16/2024,"King, Jr.",Angus S,Sale (Full),VZ,Verizon Communications Inc,"$1,001 - $15,000",,,
480,"
                                        12/27/2023
                                    ",01/16/2024,"King, Jr.",Angus S,Purchase,EA,Electronic Arts Inc,"$1,001 - $15,000",,,
481,"
                                        12/19/2023
                                    ",01/12/2024,Capito,Shelley M,Sale (Partial),JPM,JP Morgan Chase & Company,"$1,001 - $15,000",,,
482,"
                                        12/19/2023
                                    ",01/12/2024,Capito,Shelley M,Sale (Partial),MSFT,Microsoft Corp,"$1,001 - $15,000",,,
483,"
                                        12/19/2023
                                    ",01/12/2024,Capito,Shelley M,Sale (Partial),AAPL,Apple Inc,"$1,001 - $15,000",,,
484,"
                                        12/19/2023
                                    ",01/12/2024,Capito,Shelley M,Sale (Partial),ADI,Analog Devices,"$1,001 - $15,000",,,
485,"
                                        12/19/2023
                                    ",01/12/2024,Capito,Shelley M,Sale (Partial),ACN,Accenture Plc,"$1,001 - $15,000",,,
486,"
                                        12/01/2023
                                    ",01/12/2024,Capito,Shelley M,Purchase,SPGI,S&P Global Inc,"$1,001 - $15,000",,,
487,"
                                        12/01/2023
                                    ",01/12/2024,Capito,Shelley M,Purchase,CMCSA,Comcast Corp A,"$1,001 - $15,000",,,
488,"
                                        12/01/2023
                                    ",01/12/2024,Capito,Shelley M,Purchase,CSCO,Cisco Systems Inc,"$1,001 - $15,000",,,
489,"
                                        12/01/2023
                                    ",01/12/2024,Capito,Shelley M,Purchase,CVX,Chevron Corp,"$1,001 - $15,000",,,
490,"
                                        12/29/2023
                                    ",01/12/2024,Capito,Shelley M,Sale (Partial),TFC,Truist Financial Corp,"$15,001 - $50,000",,,
491,"
                                        12/18/2023
                                    ",01/12/2024,Capito,Shelley M,Sale (Partial),PFE,Pfizer Inc,"$1,001 - $15,000",,,
492,"
                                        12/18/2023
                                    ",01/12/2024,Capito,Shelley M,Sale (Partial),MDLZ,Mondelez Intl Inc,"$1,001 - $15,000",,,
493,"
                                        12/18/2023
                                    ",01/12/2024,Capito,Shelley M,Sale (Partial),MSFT,Microsoft Corp,"$1,001 - $15,000",,,
494,"
                                        12/18/2023
                                    ",01/12/2024,Capito,Shelley M,Sale (Partial),KO,Coca-Cola Company,"$1,001 - $15,000",,,
495,"
                                        12/26/2023
                                    ",01/12/2024,Tuberville,Thomas H,Purchase,PARA,Paramount Global Cl B,"$15,001 - $50,000",,,
496,"
                                        12/26/2023
                                    ",01/12/2024,Tuberville,Thomas H,Sale (Partial),VZ,Verizon Communications Inc,"$15,001 - $50,000",,,
497,"
                                        12/26/2023
                                    ",01/12/2024,Tuberville,Thomas H,Sale (Full),RF,Regions Financial Corp,"$15,001 - $50,000",,,
498,"
                                        12/26/2023
                                    ",01/12/2024,Tuberville,Thomas H,Purchase,KEY,Keycorp,"$15,001 - $50,000",,,
499,"
                                        12/19/2023
                                    ",01/12/2024,Tuberville,Thomas H,Sale (Full),UAA,Under Armour,"$15,001 - $50,000",,,
500,"
                                        12/18/2023
                                    ",01/12/2024,Tuberville,Thomas H,Sale (Full),CVX,Chevron Corp,"$1,001 - $15,000",Call,160.00,06/21/2024
501,"
                                        12/18/2023
                                    ",01/12/2024,Tuberville,Thomas H,Sale (Full),GOLD,Barrick Gold Corp,"$1,001 - $15,000",Put,17.00,01/17/2025
502,"
                                        12/18/2023
                                    ",01/12/2024,Tuberville,Thomas H,Sale (Full),GOLD,Barrick Gold Corp,"$15,001 - $50,000",Call,20.00,01/17/2025
503,"
                                        12/18/2023
                                    ",01/12/2024,Tuberville,Thomas H,Sale (Full),CVX,Chevron Corp,"$1,001 - $15,000",Put,145.00,09/20/2024
504,"
                                        12/18/2023
                                    ",01/12/2024,Tuberville,Thomas H,Purchase,GOLD,Barrick Gold Corp,"$50,001 - $100,000",,,
505,"
                                        12/14/2023
                                    ",01/12/2024,Tuberville,Thomas H,Purchase,CVX,Chevron Corp,"$50,001 - $100,000",,,
506,"
                                        12/13/2023
                                    ",01/12/2024,Tuberville,Thomas H,Purchase,CVX,Chevron Corp,"$100,001 - $250,000",,,
507,"
                                        12/12/2023
                                    ",01/12/2024,Tuberville,Thomas H,Sale (Full),DVA,Davita Healthcare Partners Inc,"$1,001 - $15,000",Put,100.00,07/19/2024
508,"
                                        12/12/2023
                                    ",01/12/2024,Tuberville,Thomas H,Purchase,GOLD,Barrick Gold Corp,"$15,001 - $50,000",,,
509,"
                                        12/11/2023
                                    ",01/12/2024,Tuberville,Thomas H,Purchase,GOLD,Barrick Gold Corp,"$1,001 - $15,000",,,
510,"
                                        12/13/2023
                                    ",01/11/2024,Hickenlooper,John W,Sale (Partial),CMG,Chipotle Mexican Grill,"$100,001 - $250,000",,,
511,"
                                        12/27/2023
                                    ",01/10/2024,"Hagerty, IV",William F,Sale (Full),DDOG,"Datadog, Inc. - Class A Common Stock","$1,001 - $15,000",,,
512,"
                                        12/20/2023
                                    ",01/08/2024,Boozman,John,Sale (Partial),LRCX,Lam Research Corp,"$1,001 - $15,000",,,
513,"
                                        12/12/2023
                                    ",01/08/2024,Boozman,John,Sale (Partial),GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,"$1,001 - $15,000",,,
514,"
                                        12/20/2023
                                    ",01/08/2024,Boozman,John,Purchase,PFE,Pfizer Inc,"$1,001 - $15,000",,,
515,"
                                        12/12/2023
                                    ",01/08/2024,Boozman,John,Purchase,PPLT,abrdn Physical Platinum Shares ETF,"$1,001 - $15,000",,,
516,"
                                        12/12/2023
                                    ",01/08/2024,Boozman,John,Purchase,PALL,abrdn Physical Palladium Shares ETF,"$1,001 - $15,000",,,
517,"
                                        12/20/2023
                                    ",01/08/2024,Boozman,John,Sale (Partial),LRCX,Lam Research Corp,"$1,001 - $15,000",,,
518,"
                                        12/12/2023
                                    ",01/08/2024,Boozman,John,Sale (Partial),GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,"$1,001 - $15,000",,,
519,"
                                        12/20/2023
                                    ",01/08/2024,Boozman,John,Purchase,PFE,Pfizer Inc,"$1,001 - $15,000",,,
