tx_date,file_date,last_name,first_name,order_type,ticker,asset_name,tx_amount,option_type,strike_price,expiry
08/03/2022,09/15/2022,Tuberville,Thomas H,Sale (Full),PYPL,"PayPal Holdings, Inc. - Common Stock                                                                                                                                                                    Option Type: Short Sale Strike price: $125.00                                                Expires: 06/16/2023","$15,001 - $50,000",,,
08/03/2022,09/15/2022,Tuberville,Thomas H,Sale (Full),CLF,Cleveland-Cliffs Inc. Common Stock                                                                                                                                                                    Option Type: Short Sale Strike price: $22.00                                                Expires: 06/16/2023,"$1,001 - $15,000",,,
08/02/2022,11/03/2022,Sullivan,Daniel S,Sale (Full),--,MOWI,"$15,001 - $50,000",,,
08/01/2022,09/15/2022,Tuberville,Thomas H,Sale (Full),IVV,iShares Core S&P 500 ETF,"$15,001 - $50,000",,,
08/01/2022,09/15/2022,Tuberville,Thomas H,Sale (Full),EFAV,iShares MSCI EAFE Min Vol Factor ETF,"$15,001 - $50,000",,,
08/01/2022,09/15/2022,Tuberville,Thomas H,Sale (Full),XLC,The Communication Services Select Sector SPDR Fund,"$15,001 - $50,000",,,
08/01/2022,09/15/2022,Tuberville,Thomas H,Sale (Full),VTRS,Viatris Inc. - Common Stock,"$1,001 - $15,000",,,
08/01/2022,09/15/2022,Tuberville,Thomas H,Sale (Full),TSCO,Tractor Supply Company - Common Stock,"$1,001 - $15,000",,,
08/01/2022,09/15/2022,Tuberville,Thomas H,Purchase,IDV,iShares International Select Dividend ETF,"$15,001 - $50,000",,,
08/01/2022,09/15/2022,Tuberville,Thomas H,Purchase,RSP,Invesco S&P 500 Equal Weight ETF,"$15,001 - $50,000",,,
08/01/2022,09/15/2022,Tuberville,Thomas H,Sale (Full),PCNNX,Pimco Investment Grade Credit Bond Fund Class I-,"$15,001 - $50,000",,,
08/01/2022,09/15/2022,Tuberville,Thomas H,Purchase,DHS,Wisdomtree U.S. High Dividend Fund,"$15,001 - $50,000",,,
08/01/2022,09/15/2022,Tuberville,Thomas H,Sale (Full),JHCBX,John Hancock Bond Fund Cl C,"$15,001 - $50,000",,,
08/01/2022,09/15/2022,Tuberville,Thomas H,Sale (Full),ORCL,Oracle Corporation Common Stock,"$1,001 - $15,000",,,
